surname,g1,g2,dob,sex,age_group,cause_of_absence,Num_missing,age_first,age_last,missing_period,missing_per_year,clothes,coat_color1,coat_type,date_last_seen,date_located,dress_type,hand,hat_type,hat_color1,jewelry_type,missing_before,place_last_seen,pants_type,place_located,previously_found,shoes_type,shirt_type,skirt_type,young_offender,cyber_crime_type,demage_total,detail_count,district,down_time,durg_alcohol,drugs_total,family_violence,follow_up_count,founded,fraud_type,gang_involvement,gang_type,hate_crime_ind,how_method,location,location_code,loss_total,object_of_theft1,object_of_theft2,object_of_theft3,object_of_theft4,object_of_theft5,occ_date,occ_name,occ_time,occupancy_code,person_count,person_target,place_name,recovered_total,unident_count,vehicle_count,vehicle_target,vehicle_type,viclas_flag,violation_count,weapon_status,weapon_type,week_day,x_coordinate,y_coordinate,zone,caution,citizenship,build,complexion,country_of_birth,disability,drivers_license,employer,eye_color,facial_hair,facial_hair_color,gang_name,hair_color,hair_style,height,language,marital_status,occupation,race,weight
Berk,87175,76587,"May 20th, 2017",1,1,75219177,31,6,20,25,49,11889,36968,58788,"June 10th, 2019","March 5th, 2016",85563,98410,87558,08667,19070,8,37933,RSROP,ZRMPF,EZGCF,MLIAN,LDXAG,WIAZO,OQMUG,EMJJN,WXYEH,QUPDU,FPYTG,RORWM,KQVVS,DJSBN,OEOTI,8,XYCRF,ZBFWM,VIBNK,HEMUG,YPDPN,QIAOI,WSCEX,SJIMY,VJVBD,KKCTN,BKKQS,IRKAA,UALJJ,HVEEI,MQTRS,MWCNW,IKZCD,TEPWD,GSOMF,EHTGD,MNWZT,ZPTMQ,YUFBE,CVQGB,FQPOK,IZKKV,WNQBW,ZSPRL,CHHDL,TSGXH,SYVXI,GPRGC,VWRBI,JHVCC,RBULN,HTKJD,FDNPT,UMMIR,EFXWT,SDUDZ,COXZF,UNTFK,OCZYR,IAAXB,RYNLK,test,QPEZS,IDKUU,438,KLHGR,BNQNR,THXNJ,JJNKS,PKVNP
Winter,16269,29414,"August 13th, 2019",0,7,33438136,27,9,19,38,28,42408,78718,58056,"April 22nd, 2015","June 14th, 2015",34274,68631,66275,66439,82277,4,06093,ETSXZ,XMIIE,GGTAI,BCVWL,OZFUJ,ULKRG,GHKZS,BEDRO,BHUSF,GPOCQ,KZKJB,SBXCP,VYLJL,KOKTI,BSKIV,0,XEKNQ,TIBJC,GFUOY,SZPHP,ILKSQ,ZVKCM,PGNIJ,TLOJP,ZCIPL,FSDOE,ULYLL,ZFZLQ,ASXHI,QXKOP,GTHNZ,CKGFY,XXIZH,JWCSW,DTDVX,WUOEB,NENSP,TSHIP,IYATX,TBFVJ,ZUNXA,OKBOG,PWLGZ,RNRUC,JANWM,HHBQF,WLGAD,UIBKN,PBBSF,UJZNL,VCSCG,LAOKO,YQDKA,RTUBJ,PHFDN,FBZZB,GFATX,ERSME,PXFXK,WISOO,PJYZJ,violet,JLSZY,EWCTJ,317,IQXKR,ITOTM,RGERR,ANWIU,LKKBS
Ishmael,47832,96238,"March 1st, 2018",0,9,64670116,40,3,12,32,18,91977,52974,56616,"June 30th, 2015","October 2nd, 2019",02399,14826,25887,69253,18348,2,90108,ZRMBA,MGZHN,YLKDD,MDVEL,MGCCF,QHUBY,LHIDL,XIYLP,NHRFU,FKPQE,UVJCN,AVYDO,LVKQJ,FOMKG,VLVJW,0,EXTWG,CDRSI,BLDDT,YWGJJ,IMTLO,OYWRZ,ZIIEY,GJHCC,NNJLZ,PRJAB,GXCWD,QIZAU,HKOBD,VGNID,DKWVQ,POTVI,UAHZK,UDFJT,KDUVH,IFLAV,BGAOK,TPKQC,JRMXO,PEQNY,RMYZG,MSLYD,PTEEB,NSNCV,YDRQM,JVPFY,GIDML,NRTRY,HUOMI,HRHRN,HKHWI,GOTRR,UGDAE,RJBTR,RERFT,FQGQN,TOGWN,RDUQO,ADXQW,RWBZB,LGSSN,test,HYWRA,WTJXW,310,RKUZY,GIVEA,KYKTI,PASHM,GDOLN
Alexis,41355,16068,"October 10th, 2017",1,9,70528734,16,8,12,2,19,66063,24351,56518,"September 29th, 2019","December 15th, 2015",93131,29534,50403,81106,35484,1,71191,RHVKX,EECZE,UHXIT,HTMMZ,HUZHA,UPAUC,OEDGQ,PGHYN,ZZNIW,PFEZX,SFALP,ZSNHB,UHNBU,RGJCY,COTPK,4,EDWZL,JBMBF,MIRNH,EROJT,MWEUS,MRDAO,BEGUD,BQAWN,NDCYU,TNVJR,ZHJLQ,XLXWH,LVHSX,XGDXX,NGIHJ,JIMIO,CWWAQ,FLGXT,EDMSJ,WQHOS,NCIQE,XHXQJ,HNBVU,WMAWZ,JDWBA,PBOTY,ATOYS,BYFAT,PQWMF,ZLVLW,PWVLL,BXSLD,AQNMB,RWCKC,IYRGN,FEVFD,VSHQC,PLUMQ,QWOHX,ORYTX,ODVUB,XNRCI,UOIBN,WTJPL,INPMP,test,VEDBH,FNLVN,346,LAUNW,BTLCF,BIGDK,CXHTK,DTBNI
Geoffrey,26213,18087,"August 31st, 2017",1,7,96562193,2,3,10,50,3,40553,45018,86501,"March 9th, 2019","August 7th, 2018",25062,14354,64022,97517,20080,8,37134,OBYLS,KOCCE,GIZQE,RXTMB,LHRKY,OENBF,GBZXQ,LBKFP,CNVPX,EXCAR,SCYML,WHJIJ,PFFJZ,QOGAL,INIXL,6,TONRF,YDCAG,CRPRV,LILKK,CWUCH,TXGKJ,UDTUR,NRCCI,WJTLW,CHJXS,JDQDU,OLVVA,SBMFL,GNMPJ,IFEUC,ANQZI,KCUVO,XRMYT,GVPWD,JRYAZ,PUURS,DJCHL,YUOYD,RBJMK,VHOSQ,BNCAL,CANXD,OLDTS,OTVGF,WGULD,MNRBK,WTQWC,NNGOM,CRQES,PCWUN,IVYGB,MDEPF,HOVUQ,ZLYAA,SVERU,ILXJJ,UNSAL,VZIJQ,COYMM,GGWER,violet,RDLGP,BMQQT,496,UWVAN,KDFIF,ZCFVQ,CINYI,OMXHV
Arthur,40182,35901,"August 22nd, 2019",1,1,48291250,18,10,13,16,42,57342,53543,38609,"September 1st, 2017","February 19th, 2015",25343,81645,21997,16947,47663,6,08500,CORJD,NSNGH,HEIDX,CKDCO,XYQMW,GIEGW,HUTPN,IRAAW,TLNSJ,DZVBZ,DERQP,JPUQV,JIKPT,PXKGA,ZJUQO,9,BTQHT,ELDTV,OKZSA,JCKMI,FRSKZ,BUCOJ,HEHWG,BOLJL,NGTMG,YMUFO,SKJES,YXLQY,BDPTF,ZNKUR,ASDMO,PDUWE,BDOTA,XJLMB,RWFYY,KAJDF,NWUPF,DBCPX,RCXIF,EUVIU,LCPKB,VVNIB,SOPZC,EMDDG,KEINK,XNFQJ,SBDSN,LVDIP,TWZSP,KYFDF,ITEOE,FZAJE,NGSJR,UNPQA,ASZJX,KKOLI,OHCXB,SLDGP,DMGAJ,LXDBQ,ZIWDF,,HDKSS,DGESZ,844,EPPPG,XMIKU,PGCOC,KJDMK,XTVNV
Kaseem,91484,65568,"December 20th, 2015",0,10,95892380,42,8,17,45,17,88360,48447,55277,"September 20th, 2018","April 13th, 2015",25246,39540,66435,56932,84696,5,68971,JDICE,FTPUF,ETTON,ZQVIM,UFZKW,UQFVD,FNRVO,VNMZN,KAGRT,PVJES,IGQFX,WDBES,RMVJG,WBQSG,HRWXM,1,XGLIO,WUALL,HWPFB,VHGPG,QTYBQ,RHETG,RSHMH,PEVDZ,VOBFQ,NFWEA,WHADR,TXPMN,ZKWFI,SZATI,UMQFX,EOQSF,AJRCA,LKDOJ,WLJLT,VANOX,BDXID,AZAMF,NICAN,UOYMI,SBXRE,DJEEN,FOZYB,YAXBR,ENLIC,RMSMG,FASFJ,LZYYW,TQCLG,CYKYF,YTQQM,HGMSL,POJLZ,YHOES,HGGAG,QFVVP,YEMJV,UKAGD,QUMXH,ZYUMI,UZAUM,test,QGEUX,AINCM,703,RXKFX,HDCSS,SUUCO,HGYKU,QCDTS
Garth,18846,95037,"October 3rd, 2016",1,3,55048779,36,4,17,21,44,50800,28599,29407,"May 19th, 2016","February 22nd, 2015",76246,86205,96868,97450,28622,0,52504,AMOQI,EGGEL,MULNJ,LLTZR,RPGCX,SZGPB,WSLIN,ALFLD,IELUG,YSYMG,ITUSL,HJPWH,JKYET,TCQIV,WZBLU,1,VOTAR,EPHUX,PEOCL,EGUHP,LAHUW,HHRPQ,HOHZD,LLXMY,GWERP,QBEVJ,MKHSI,MRZON,JLXVF,XQXGS,YWPFB,FHZPG,IKKTU,HEFDB,GKSXY,QRLMC,RPAZN,QDSOH,QUOWH,OVIPM,UKEIN,WXISH,QOOAT,MLSDO,BRNJX,IAZBY,LDZQK,XWLJC,OXKAS,UGGAA,ZJFUJ,NUQYA,IBFNS,QOULC,MFFQA,REALH,KARRU,RBXFS,MPRLT,ORSLV,SRDQX,test,SSYYA,QSMOH,539,AKTKF,IMURM,UPMZL,AOHDO,VUZZK
Hannah,72532,24385,"October 30th, 2019",1,6,00596948,12,4,17,21,46,31032,46323,46722,"December 10th, 2016","May 22nd, 2018",76523,74684,11363,73848,46501,1,72783,NHCJA,TRCDN,ASJEE,KKSEG,RJWTK,QZWKF,ZRNEC,SRUFZ,JHYEJ,HWUIA,LPVRI,VYUWY,TPWTP,GSQQU,XBNKA,5,KDLXL,LGABB,LCNPN,BEDMP,VTNCW,VABCK,KJMAS,SUDBL,VMLVR,CIAQN,GLLGC,PRXIF,QOSBJ,WPPLI,ABCMK,KMOQG,CDMTJ,WQHRJ,YMHLR,MWWAT,CKZPL,ZIZIJ,NHVYS,SZAVP,MRNWR,CGYXQ,QJSUM,DAZTZ,VHPHA,ZNANL,SKTTP,HCKCP,WWTHT,CSXUC,OTMXY,HRSSW,SPTJR,CAWLV,LEMJS,KNPQC,KQYXL,PAWOS,EUWHH,AOQEF,VABPP,violet,ZQXYN,HTNJM,767,WUNVI,OCJSC,EFOFZ,EYUWT,KKAIC
Dante,37923,33143,"March 9th, 2016",0,10,74697395,32,6,11,6,12,25170,67568,64325,"August 24th, 2016","March 16th, 2016",31387,98814,71990,10474,42866,7,73949,LCGPA,BHLFZ,VUOTW,HDITM,DNUUV,JICZS,AKQCQ,KFHFC,LMLJT,GUQEU,BDGDW,XGIXH,NDRNC,SEZPK,PQBKS,5,LICLT,LJXQS,HTFRO,TCQIM,UXFAE,JEZJH,QVKGN,ASXLH,JDGZZ,CKNRV,PFJPA,RQTVZ,LTFRX,JLJVO,ROQSA,RFAVT,JMJCI,JUAXE,VFOAO,PGKMK,RJQUH,KCXQI,FLBDR,DSICB,DHYWM,ZKMAD,VGKFP,EJINB,PPQPZ,WTOOV,AUNEI,DTTLR,WEBUD,FRTQR,FUOQE,MGIDO,ZIVYX,RZZDV,WARLV,UVJYM,NOWFT,ATCCL,FOFAD,UDZEP,FDOBJ,violet,RWJOS,UEYXC,291,AOVYZ,TCCBD,HYXFE,OVFAZ,WIPOW
Lucas,97583,90850,"June 24th, 2015",1,5,55473831,33,2,19,30,0,47750,12453,94616,"November 10th, 2016","May 18th, 2015",84472,55547,61346,54207,73113,7,14849,YZNAC,GVROL,MNJEE,FNGHS,JPWEW,CSXEJ,KPGZS,ZXQDE,CIXNS,MCPRB,QMVPV,NZVBC,TQHLL,MTDEQ,KJSFH,4,BLBSJ,BSTYL,LDMCD,VWWXX,GBUFF,SHTFR,CLTSS,VCFWU,WHMBP,VMXOC,LDSDQ,ZFQHK,LEXMA,TDWBV,EMWYD,GZPZG,DIRFC,IFXJF,ECASD,DPKTL,JAZAM,PEWCU,YEKXF,PFDGH,WQUFF,CQKST,OFFKD,XDAUG,LUKMT,JAKJG,EMBHU,UKEEQ,EPDFX,DXREB,SECCV,IPSVF,GCWYW,BSCNU,TGGXW,MIGGW,FRTTT,EBKLE,FCLVV,LVMVK,BLCZR,violet,MSVVA,ROLBV,513,WSSAJ,BQNQN,HJBLG,HJVIK,BROZX
Dante,13625,05262,"November 17th, 2017",0,5,78717988,3,0,16,1,5,83058,49274,43087,"September 1st, 2017","September 6th, 2017",85337,23757,36622,79457,05139,7,18272,KOGBS,DZWVF,XPEUQ,LXQUB,SRWFH,EMVJX,DNPRQ,DVPRV,WBUJN,LYMKA,IJIOF,ZOIMS,TGQNQ,HFYPP,XHVXO,5,PQVXN,CFUGM,ANPOT,MXJHC,JCLTD,YKVDV,IRPIW,WMVZO,IHEUJ,SYKHM,DPWIJ,VOEBX,NEQHO,OUGRC,MDIXT,VQGJH,EHMSX,QHTVI,WHUQI,TBNUJ,WUAAH,VKPFK,ESQCP,CATFB,YPQCT,MVHUB,GOZNH,GJDTK,YHMCB,OHNVD,KLRHY,GZRVT,IRTYW,JXSGK,NBODB,JLAHS,CQDDH,LDRFP,KHYIE,VVDMH,JCLLH,MBUZS,DLSQU,WOMTQ,USSSZ,test,GNHRB,JBXOZ,144,FSEXN,EXDFN,MJSKK,APTFF,NSMPT
Savannah,64743,01337,"October 6th, 2015",1,5,07946060,33,1,11,37,27,42090,28091,84541,"October 11th, 2016","May 17th, 2019",73981,24477,38239,85102,02197,5,06932,TGZOX,ATSZA,GJTBH,ECCYE,LEVGZ,JKJNT,SUERB,EKRVW,AQATL,WVZZZ,SPQKC,MCSJS,YJFVD,HSKQE,KKTVT,2,GJTJJ,FRUBD,QOWEH,WWUDS,IEZFV,ZHEYV,WRMUY,KLTOC,KIOEZ,IPDRU,UBGJF,QAQXH,RRPIP,VEUIR,EYOIE,TNKKM,BZQHE,IXFFU,KUSRK,TRYYP,KEXCT,OATGU,FGQBI,QAIUM,DXWAX,HKMBB,CCKMO,RTFSV,YHUAR,SSKKD,TKMHN,MUKXO,UIHBO,GTKTQ,BSBHK,JCNZC,IGVNB,QCHJZ,SQCWG,CZQUG,KYPQY,RWQYR,QSOZA,WUOAN,QFAFS,,SDNCN,PSSVO,765,VQGFE,ZAZEY,BGPJA,IHCUY,MZFDW
Dakota,84443,05047,"August 24th, 2015",1,7,08843961,23,4,14,39,21,19899,45637,73646,"April 14th, 2016","May 4th, 2018",62372,02669,86392,57592,95957,3,54270,KBQSU,BMOBH,NKZJS,KXLVF,UCJJG,WOLBF,MRNSH,ZYEWR,FMXRT,XQFFM,MCRZB,JHKDG,MUZQI,VGUHI,SZHBM,0,RPYEF,PBNEJ,RNRSO,HAOCE,MGKLA,ISORP,JQWJD,WDCVL,ACJCO,WUFRX,XUSVW,OJBNF,ZHRIJ,TWNBR,ESHIN,OCBOC,KHRGT,RQTLZ,DVVRV,JRTNC,MEBYL,BIPJD,JVBEW,ZZFND,SSYDJ,ZQFLL,NRUAF,ZMURG,JTEXP,TBPPH,CUYDV,JTNTL,IDXAT,VRHAH,CQQLV,WREIL,MPDMH,NAKIQ,VQLZH,EGVNV,JWUMA,IGTLH,JJIEC,HWJTQ,CPRBL,orange,OHHZJ,SVKOE,385,QDUSV,HXMFO,KXIUA,LXSPY,QQDLN
Kennedy,75753,76267,"May 4th, 2015",0,8,61459368,25,4,18,30,48,42795,59329,08798,"August 14th, 2019","June 5th, 2019",86142,28481,75375,51533,38324,7,08111,IOEIF,KIJUJ,ZWVCP,WDHRW,USZFF,PHIFU,VRIBY,YCDBN,DGSSI,MLVUJ,BAOPV,CZGBR,RNNJM,MAIJE,PPDVZ,5,DNGSX,DGLER,FLKTI,SSNTJ,WSKRQ,QVIMT,IVLIG,HSCWC,WQPYD,VHWKU,PZWPU,BZEUX,VITCZ,KSJNZ,OIDFE,IBFCD,SFSWF,FBVLH,IISZC,LZGZA,XAYLM,LROTY,UFVPH,VQWVM,WQTFW,DLFAQ,DPRNA,MOFYG,UIZSB,LPZZK,JWXZB,JONAP,NITRG,LWNDG,BEBFA,BSKUR,SYIHB,SCXNN,UBXCD,UCYQE,QHOFA,RTDFA,NVIOX,HNKVG,IYSJC,orange,MRHRM,MBCKR,017,YUBNS,VGMWZ,PQTAN,ODGAE,HDEWX
Reese,02776,32743,"February 16th, 2015",1,9,12323387,41,4,11,43,42,38084,92635,52035,"June 7th, 2015","March 24th, 2017",80818,54628,45696,74192,87709,9,19745,TVBGH,QOUSB,QXCYI,BKUZD,QSIGQ,NPWIX,IFPHI,MQQIO,WZLEU,QLHSN,HCAAI,DMRYR,RCLII,QFUOV,BTVXO,1,BHYMB,IDFCY,QPJII,DNEED,WNEQF,PQYIZ,WFCFX,PXVFX,ZLTXG,LLIKY,YFVFE,HUFAT,NJHFT,CGZZT,TJXQF,ESDWW,ZFMHL,HQAXX,PXSOH,SUPDI,CNLPE,DWCNP,UMEGZ,YHFQB,UXITB,XORWX,XONDZ,SQXMI,MNPRZ,VNXSG,RPLFA,TPZCM,IOCBQ,WDZUU,DZUEM,RFGUO,PFHXO,MCHUZ,CKMNK,MSIDP,BPSSU,LNGZE,RNLBL,GSYCM,IBJNV,orange,YMDAE,HLNCL,383,HBYOW,RDTOO,IUVGO,PAKTM,LYJRS
Cullen,18698,66450,"January 29th, 2016",1,3,86718215,26,8,17,11,2,38026,67043,62521,"February 15th, 2015","January 1st, 2019",12794,62083,21190,95163,06304,4,65010,ZZEUZ,ZBWOR,PNRIF,RGOFO,PTIWF,YTRRL,NYUVI,QEYJO,HKOHG,OOTCP,POOPK,ZPFGI,FUDBQ,QCNPA,BNIYZ,8,WHNEM,ZWLIL,QUADT,UIBIQ,HTPLF,RMIIS,TJQTL,ZSFOZ,SYVZM,IFPCC,BONFJ,TVEQA,YAVWU,THNNN,NJREW,IYGCJ,JNFEM,XBYMT,XHFMS,HQKAI,IPYPU,UBWWR,LYMJE,KCXAN,HJNVU,ASRNH,ZOXCW,UCWQS,WSEOP,KGMOF,VCOEL,SYJYC,WQVXZ,CEOJL,IBZXE,OGTBX,GTHIB,MUIMA,PFQKC,OOLIK,SJBIS,UYZYU,NLGVA,BVDES,OBHZX,test,OSUJD,ZWNRC,988,KYVHH,UHVMJ,OLTVM,OKRYI,KLKYM
Bo,01588,53680,"January 18th, 2017",0,10,72855700,21,6,19,22,50,76669,66224,23174,"November 27th, 2018","November 13th, 2019",03535,01801,82580,82420,26546,2,25255,IVZAD,YLEMC,PSDMA,TXHNE,EGOEI,KAKSI,KQEHW,NWFUO,YZFSJ,IWJTV,PVYXE,LNIWQ,UFGAJ,UOZJP,RHNJE,9,PVUJP,VSMTU,RWAHE,VNXEI,BOWAS,FZIRC,UXCFS,MBTEK,RCDAY,PMDWA,XBVPZ,OPLAQ,SZYPC,IUAJD,MQOQZ,QNVBN,TCYWA,CLRII,NXXGV,MRXOU,NZWSQ,ITJNT,XQRAX,BQJVG,HNHQJ,CNIEL,ZJNMI,QXBEJ,KJNEC,JLMXN,EMIFO,OYMHD,OAXED,TFUEY,YUDXG,WACXT,ZXZOA,UGMGK,QBRYL,ZCHQE,VLQNJ,MYWPH,HXLZC,TLALX,LATIH,orange,XEZQF,GJEXH,274,XQBWS,IFOWW,ELOYE,PIKVS,IJPOQ
Samson,00424,35275,"August 18th, 2019",1,8,11180723,38,3,16,5,43,28779,76236,27308,"January 4th, 2018","May 20th, 2017",85086,16266,82829,84963,09723,7,04478,YYJHV,KIFQK,FUUVI,HVDIT,RMBUN,HQNKP,PPPGS,NKECY,GNZII,OBAEF,WZTXH,TDXWZ,ARRPS,RHPQG,INWBJ,7,DLQHC,CBPXQ,XOQOL,GVJJX,ZLJBB,HVADY,GLEGR,OVIJE,XFAFC,LBSKF,MENPN,QMTGP,XVYFM,BPXHZ,EDPKI,ZSRIH,CEFQW,QFBAO,VQXWW,VYAII,JRQYY,WBPJY,FMIEJ,MWHFX,POIDS,PKYCI,QEKUK,PUMNA,UKEHQ,LZWQP,HITBW,PGNBK,GXWWA,YKPVQ,YSMSB,UZGCP,QFKZP,MVFTC,MAGVZ,SZLIH,FSCTF,OCGPX,FPSPV,CPVMP,HKCBR,test,GVRYF,UWBWE,393,IUTYJ,CMVVZ,EOQPP,GATWQ,TBDLI
Hashim,55458,84973,"January 11th, 2019",0,3,86004449,5,6,13,31,24,45152,52021,77235,"October 9th, 2017","November 4th, 2015",33509,62561,63920,91124,12228,7,55214,TGVQM,RJRPS,HMGUG,CSXCG,VNJEU,TCYMP,JXZQH,VMVGN,CMJUZ,MWNGD,KDZFM,FNLXA,KYQHQ,DWIWM,RMVRX,7,OETKQ,QKIKX,URPIB,SPISV,XSEMH,ESFJS,GPBGA,XLZBZ,THIRJ,PRXFX,IAIFP,EZFVN,LAEUG,PTDHS,VXHKT,FMRYQ,ISGOR,DKTFN,QXJZS,MXGCB,XDLMP,FTMIJ,RJSBV,MRUXP,RTOQX,DTTHL,GRSLJ,XQTAU,IUIYA,LLZQZ,CUMIZ,YLBNG,UFLIM,ILCSP,SMYGO,RMUOC,EBBEI,RGPUN,BVPLN,TMFQE,XJKQY,XXLIW,QQLFT,TMLNR,MCNLE,test,IVUPQ,FYZGQ,483,NDLEM,YYYBI,TGVNT,SFMSP,VTNYZ
Benedict,62332,36569,"December 23rd, 2019",1,10,31440844,37,9,14,29,23,88083,68305,10918,"February 24th, 2016","November 20th, 2017",50972,55264,71740,90854,88882,3,10583,ZBOHC,DKWRW,IYXHJ,EFHVZ,NCKHD,YHMSS,SLAGK,BFJTH,MDLTI,YRPZR,JTLAD,FUMRS,NQXQF,KKDLA,OBBQM,1,MMNIY,KFYJD,JMJNK,FPKZC,CGOJD,WJATA,RKZCC,RIWDC,GSUZT,ANXCN,PUAUO,NJCTX,SLYMQ,VBSIE,YYLKH,CKVLD,ABOBB,AHLPG,EEFGN,GKDWP,GDQFJ,DABYR,PTECE,NIDYH,EANNW,QWRZR,NGOIL,YTFWF,RIQLL,KIKYX,EHVOE,OFCXT,AICYI,MTCPH,NAWNT,QVVWV,EWLGG,MGCWX,HIBAA,NDYAW,NUTXN,QMNUL,PIMAK,CTWEE,WEZDW,violet,DRJDY,PJJSO,118,EVVYG,IWLFB,EMQFA,HEQBK,KMEXK
Neil,71820,78560,"December 16th, 2016",1,7,95148597,49,0,19,29,7,12758,74115,70417,"December 16th, 2017","September 22nd, 2019",35058,41498,83851,06905,01474,5,61255,TMVXX,BMRSE,WOWLR,ABXXP,PYDCM,IPCBZ,UFTMO,YJPBX,AYXAT,YYNCL,BFBER,QKTUP,ITPJS,GEXEA,ISTCQ,6,XQFME,CKQFK,FOYBK,REZJM,CGFHW,GMIEI,UKULS,NZBNC,OSDUB,OCADF,NHVAK,DFJWB,WFQFM,RAOJN,MKCBY,CGDYB,RAJIW,JPITI,HIWNG,YMXAU,BVDVE,YNPJX,TULZC,YXQSU,ZSEFD,OVNAB,FNVXH,OSADF,DTTSK,DBRPQ,ZIMGX,IOGWS,NMZJF,YOQLJ,NYYKJ,JFTIZ,TSIKD,IXOTP,BIKHF,QZZFP,JLOKW,PRVDZ,PXAJQ,WSIQR,MMDLX,,JBJDJ,YDZEI,966,QZUTE,ZJFDY,YLMMJ,KVDMF,CAVGH
Fritz,23729,98852,"September 11th, 2015",0,2,23228463,49,4,14,22,11,25179,16801,51936,"January 23rd, 2015","June 6th, 2018",81461,23494,22178,94482,88160,7,95543,VFCSF,MRLEX,DICRN,ZOJAX,YGINS,YMWVQ,KATJB,QBMRS,GTDNC,ALKUQ,NXYFZ,ACNQI,IBXQR,URPBG,IPXMK,2,VFPHF,KCNWA,QYIDC,ZKEJR,TTATA,ZBRCV,NHZZF,TLARA,HBGJU,AQTTU,YDQFJ,JZCOR,JDYIZ,BPPLZ,JZWTS,OIQEK,COHQP,OZWRQ,ZLWTP,RPGLN,ADMFN,DVQHS,XZLKM,TAMJI,GTLNW,MJYGB,GHKTH,GDERH,PDEWA,IPGIG,RLXYR,DEBAD,LPDGX,DOZBG,JZCED,BKAKO,FZPYX,REGAD,MLKGL,JYHIY,RJNOT,KCYVH,WTBEO,FFZUN,WIXUB,violet,MDOVU,YKGBT,229,MGHMU,JFYYT,KJAYB,DXXAL,SZYLK
Paloma,76927,75471,"April 14th, 2019",0,0,40615125,36,7,12,4,48,87604,48968,58301,"August 26th, 2017","April 14th, 2019",01603,64578,21094,03893,16087,3,07227,YNBVB,DLPAS,UMBLH,ODVJA,NORGS,KWAEU,GOABR,EDKKV,YCQMJ,BWPYZ,APWVX,HAGTA,JKOQF,OSNLU,JDQCS,1,WDFHR,JQTPG,ZTSKR,TZNZY,OMKDD,YZRZW,OUGJE,LWNLT,TFRLK,EXXCX,FQOKG,QJTAR,YVHWM,UDGIJ,VDAYW,HABQW,HBMOG,VUUDT,VMHVQ,LLINF,LQWZI,DBVGX,YSDWH,LSTGL,PRQSI,DLEUI,BAICF,LTJOS,UTZVX,HCVKS,AKWZC,JXAXD,GMGTB,ZBDXL,KPSEU,RXKAB,ICVVH,CAVEQ,OKWXR,NXMGC,ICJGQ,BNNVW,EEVHX,QCBUC,DBKON,,ZWVXS,ODQEI,478,PXEWG,KWLNG,XUIMV,RQIAR,RECWO
Conan,05578,33568,"October 3rd, 2015",0,9,94318171,22,9,11,32,3,44392,53215,26947,"December 22nd, 2016","February 7th, 2018",92936,43803,17928,50840,33058,5,69616,GLOBW,VSAJC,PFGNZ,OVCSV,YAXHZ,LEGCP,GOYVK,AYREY,EAYHU,ZAQUY,PKNIQ,VQKPE,JERUJ,BQZBM,WNEHV,4,BORSO,ODWSF,SITDN,HFFTH,GJVFP,JJFDE,FJBWZ,QVALL,RTMBR,GDFOP,QIGPE,OQJXS,UPYZT,IKDMC,ZUDRS,QFCIO,FOQGF,RIMWI,FAMJG,RTRMO,XIBKI,POUGB,QREQD,YUZZE,ASJKU,TDSBT,DYTFX,ICDBG,XIOEA,IJRSB,NKZUA,OPPRR,ZATFZ,MOTVF,IIVZH,EPALE,HRYRF,WUPHQ,LEUAP,GKXNV,JBESE,JQAYG,BFOXY,ZFNNB,MKNXB,,IFDZB,BBPVX,106,HDZSU,QGNLI,MFZQL,XKMAO,MQQTE
Calvin,08747,20178,"December 21st, 2016",0,0,35871060,30,9,20,7,0,85905,33358,70938,"November 16th, 2016","August 31st, 2018",34495,56219,65241,53321,90046,7,62108,OLNPJ,ASEHS,IMDMW,VXTCE,WYKNL,LJCWQ,DSZNA,KLMCS,HXSMK,BMPWY,OFPTY,ZTTVJ,BHWAG,TZWBD,ZHMLV,6,OZWAJ,UKXAV,VFEDD,XIMFP,QWFFE,MQPOC,MGBHY,HIQQG,DCDLQ,MVSCB,UDVMB,LXQII,PYPIN,SHFPJ,ARTVF,ITURW,ZGXGI,MIOQO,MEGLD,VJPWF,ICZLZ,CMAOW,JOVKJ,CELIW,PRCTW,RHSPD,SALXH,IYQJZ,VITUT,JITEH,YZRCH,KIEXE,MWMML,BSREO,CLHJW,QZPPB,FJBDY,OYAKX,JKNDT,GZSYZ,SBKWR,OMCKC,KJKZL,UKUME,LEUJU,test,RURLY,UHEPA,531,VHHJC,BEHAQ,BSESM,ELCRE,JYVTF
Orlando,08846,99838,"January 30th, 2015",1,2,87456883,24,0,16,38,9,52627,76567,41273,"May 2nd, 2016","February 25th, 2019",82500,85789,44862,04866,67855,2,04297,LCRIU,IQNPX,FBIER,DSJKT,GQQRW,YOKWJ,MLSMQ,RUQLQ,ROVUR,PURKB,HXFFJ,UBGNN,IQXJZ,LUZDB,AMPTX,2,IEQHN,YIKHC,MAEKB,KJJOZ,YNXTK,PKTRN,HRENE,OPZWG,JRNPI,RXZBJ,FTKYG,ECSGC,MZDPQ,NKDEW,IUJTH,HLHDE,RLVKB,PZXJX,QHWXO,XYDAZ,LRTLS,KSZZF,WZTPQ,GBZSR,SZGFU,YKCLG,XUSNI,XSXAD,YSWLB,ATMMC,LXQOG,RCAJZ,ZPSOI,YSMDH,CTTPH,JAZUO,OPMVD,YWKMD,KGNHY,JDXPA,GBUMP,EJJUB,GRLLZ,AMIWW,LMGYC,,FXFFK,NFPWX,883,DWKGW,ADVGW,BZQSB,FNDKW,KHDDF
